project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
	SCO342_F1	Reducing cognitive impairment among dementia users through mobile application,	Cognitive impairment includes the lacking ability to remember things, disorientation in remembering the current location, and the struggle to find the correct word. People with dementia (PwD) are often involved in this impairment. With that being said, this project proposes the use of a mobile application to help in improving their cognitive issues. To tackle this problem, features and functionality of a mobile application specifically for dementia users are identified which contributes to the development of a diary application. Identifying and gathering features from previous studies was the initial method. Development of the diary application followed the software development life cycle (SDLC) waterfall method and evaluation of the application was experimented with identified dementia users. The findings of this project are the application set of guidelines gathered from literature into the diary application. Four verified dementia people were involved in the evaluation of the effectiveness of the application. The evaluation of the application includes some good points. Some parts of the application are pointed out for their unsuitable design and suggestions are given to improve the application in the later future.,” vol. 29, no. 2, pp. 863–883, 2021, doi: 10.47836/pjst.29.2.09.		In	new_screen		
	SCO55_B1	Phone row: A smartphone game designed to persuade people to engage in moderate-intensity physical activity,	Few people reach the recommended levels of moderate-intensity physical activity (MIPA). This study examines whether persuasive technology, in the form of a smartphone game, can help people engage more in MIPA. A smartphone boat racing game was developed that requires users to make rowing movements and therefore engage in MIPA to play it successfully. With these rowing movements, users can control the movement of a virtual boat across a virtual track on an external screen. Users were fond of the concept of the game. However, a sub-optimal implementation resulted in users not wanting to replay the game and thus not developing a habit involving performance of MIPA. The implementation of the concept was inadequate for testing the hypothesis that a smartphone game can help people engage more in MIPA. © 2012 Springer-Verlag.,” Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), vol. 7284 LNCS. pp. 55–66, 2012. doi: 10.1007/978-3-642-31037-9_5.		In	new_screen		
	SCO55_B2	Improving adolescent fitness attitudes with a mobile fitness game to combat obesity in youth,	We present the tests results of the first phase of a multi-phase study to combat deteriorating adolescent fitness, reflected in the growth in adolescent obesity rates, by creating a fitness game deployed on mobile devices. The objective of this first phase was to test an initial mobile fitness prototype’s efficacy in generating positive attitudinal changes towards fitness activity using strong socialization components within the game. The basic premise being that game play with a strong social aspect is an attractive support mechanism for sustained interest and providing positive reinforcement to users within our fitness application. Such sustained interest and positive reinforcement is vital for producing long-term fitness improvements. Our mobile fitness game prototype included 13 exercises with functionality to socialize with friends regarding exercise progress and collaboration. A subject pool of 12 adolescents aged 15 to 17 used the prototype for a six week period. Results indicate that the application’s socialization features were able to improve subjects’ views on fitness activities. Increasing online social networking tendency correlated with improving views on the fitness exercises that were most often engaged in with the application. © 2013 IEEE.,” in IEEE Consumer Electronics Society’s International Games Innovations Conference, IGIC, 2013, pp. 148–151. doi: 10.1109/IGIC.2013.6659162.		In	new_screen		
	SCO55_F1	Mobile exergames-Burn calories while playing games on a smartphone,	Exergames combine exercising with game play by requiring the users to perform some kind of physical activity (and exercise) in order to score points in the game. In this paper, we present a novel mobile exergaming framework, which requires the users to physically move and jump in order to score points in a game that is played on a smartphone. Our system uses a custom designed Exercising Pad (called ExerPad) in order to track the user’s physical movement, and then automatically updates the corresponding game character’s position on the screen. The ExerPad contains different shaped images, which are captured from the smartphone’s inbuilt camera, and are automatically detected by our shape detection algorithm. We also use the smartphone’s inbuilt accelerometer and gyroscope to detect other physical movements from the user such as jumping, turning etc. The experimental results show that the proposed mobile exergames helps its users to burn calories and have fun at the same time. © 2013 IEEE.,” in IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, 2013, pp. 50–51. doi: 10.1109/CVPRW.2013.13.		In	new_screen		
	SCO562_F1	Towards an expression recognition game to assist the emotional development of children with autism spectrum disorders,	The purpose of the proposed project is to create an expression recognition game to encourage positive emotional development of children with autism spectrum disorders (ASDs). Video games are emerging as forms of computer-aided interventions for the treatment of autism, however many do not monitor the progression of the child within the game. By learning from existing approaches in ASD games and consolidating guidelines for designing user interfaces for children with autism, this project aims to create a fun and engaging game for children with ASDs that makes use of a touch device camera as a way of classifying facial expressions in order to improve the children’s emotional understanding. © 2012 ACM.,” in Proceedings - WASA 2012: Workshop at SIGGRAPH Asia 2012, 2012, pp. 33–37. doi: 10.1145/2425296.2425302.		In	new_screen		
	SCO562_F2	Can you CopyMe?: An expression mimicking serious game,	Emotional development is an important aspect in the early years of growth in young children, especially those with psychological disorders like autism spectrum disorders (ASDs), whereby emotional development becomes crucial. However, traditional paper-based interventions for emotional development are mostly laborious and difficult to employ for carers and parents, whilst current computer-aided interventions feel too much like obvious assistive tools and lack timely feedback to inform and aid progress. This paper hence describes the design of CopyMe, a touch-based tablet application that uses game design concepts and state-of-the-art computer vision techniques to provide an engaging experience as well as real-time feedback on the children’s progress. © 2013 ACM.,” in SIGGRAPH Asia 2013 Symposium on Mobile Graphics and Interactive Applications, SA 2013, 2013, pp. 1–4. doi: 10.1145/2543651.2543657.		In	new_screen		
	SCO593_B1	Towards customizable games for stroke rehabilitation,	Stroke is the leading cause of long term disability among adults in industrialized nations. The partial paralysis that stroke patients often experience can make independent living difficult or impossible. Research suggests that many of these patients could recover by performing hundreds of daily repetitions of motions with their affected limbs. Yet, only 31% of patients perform the exercises recommended by their therapists. Home-based stroke rehabilitation games may help motivate stroke patients to perform the necessary exercises to recover. In this paper, we describe a formative study in which we designed and user tested stroke rehabilitation games with both stroke patients and therapists. We describe the lessons we learned about what makes games useful from a therapeutic point of view. © 2010 ACM.,” in Conference on Human Factors in Computing Systems - Proceedings, 2010, vol. 3, pp. 2113–2122. doi: 10.1145/1753326.1753649.		In	new_screen		
	SCO593_B2	Adaptation of graphics and gameplay in fitness games by exploiting motion and physiological sensors,	Obesity and lack of physical fitness are increasingly common in adults as well as children and can negatively affect health. Regular physical activity, such as jogging or training in a fitness center, is recommended by physiologists to fight obesity and improve one’s fitness, but usually requires considerable motivation. Recently, researchers as well as companies have proposed a few fitness games, i.e. videogames where users play by performing physical exercises, in which game elements (such as graphics and gameplay) are used to encourage people to exercise regularly. This paper proposes a fitness game system which aims at combining arcade-style game graphics, physiological sensors (e.g. heart rate monitor, 3D accelerometer), and an adaptation engine. The adaptation engine considers personal information provided by the user (e.g., age and gender), her current heart rate and movements, and information collected during previous game sessions to adjust the required intensity of physical exercises through context-aware and user-adaptive dynamic adaptations of graphics and gameplay. Besides describing the general system, the paper presents two implemented games and a preliminary user evaluation, which also led us to introduce in the system a 3D virtual human. © Springer-Verlag Berlin Heidelberg 2007.,” Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), vol. 4569 LNCS. pp. 85–96, 2007. doi: 10.1007/978-3-540-73214-3_8.		In	new_screen		
	SCO593_B3	A dynamic decision network framework for online media adaptation in stroke rehabilitation,	In this article, we present a media adaptation framework for an immersive biofeedback system for stroke patient rehabilitation. In our biofeedback system, media adaptation refers to changes in audio/visual feedback as well as changes in physical environment. Effective media adaptation frameworks help patients recover generative plans for arm movement with potential for significantly shortened therapeutic time. The media adaptation problem has significant challenges(a) high dimensionality of adaptation parameter space; (b) variability in the patient performance across and within sessions; (c) the actual rehabilitation plan is typically a non-first-order Markov process, making the learning task hard. Our key insight is to understand media adaptation as a real-time feedback control problem. We use a mixture-of-experts based Dynamic Decision Network (DDN) for online media adaptation. We train DDN mixtures per patient, per session. The mixture models address two basic questions(a) given a specific adaptation suggested by the domain experts, predict the patient performance, and (b) given the expected performance, determine the optimal adaptation decision. The questions are answered through an optimality criterion based search on DDN models trained in previous sessions. We have also developed new validation metrics and have very good results for both questions on actual stroke rehabilitation data. © 2008 ACM.,” vol. 5, no. 1, 2008, doi: 10.1145/1404880.1404884.		Ex	new_screen		
	SCO593_F2	Serious Games and Rehabilitation for Elderly Adults,	Healthcare is continually being improved, especially regarding the use of the current technologies. In the field of rehabilitation, the use of serious games and related technologies may help to develop new rehabilitation procedures. There are several approaches in the area of rehabilitation that invoke technology for a more comprehensive and dynamic learning process aimed at the physical and psychological recovery of persons with a disability or limitations, with a view to their possible recovery and reintegration. This contribution presents research on systems for rehabilitation, focusing on the elderly, based on exercises and serious games. It provides an overview of the state of the art, in order to support and guide future work in this area.,” vol. 6, no. 1, pp. 275–283, 2018, [Online]. Available: http://www.globalscientificjournal.com/researchpaper/Serious-Games-and-Rehabilitation-for-Elderly-Adults.pdf%0Awww.globalscientificjournal.com		Ex	new_screen		
	SCO593_F3	A comparative study on the effectiveness of adaptive exergames for stroke rehabilitation in Pakistan,	Motion-based games for Health (MGH) are increasingly being adopted for stroke rehabilitation because of their inherent benefits [14]. In this paper, we present the initial results of a novel intervention study in Pakistan’s context, that compares the benefits of prescribed manual therapy regarding motor functional improvements of 22 participants who participated in a randomized clinical trial that lasted for a period of 4 weeks with the pre-post intervention standard functional assessments (TUG, WMFT, ARAT). The results indicated that adaptive exergames are not just an alternative to manual therapy but can also provide the additional benefits of enjoyment and motivation (TAM, CEGEQ and informal interviews).,” in Conference on Human Factors in Computing Systems - Proceedings, 2018, vol. 2018-April, pp. 1–6. doi: 10.1145/3170427.3188523.		In	new_screen		
	SCO983_B2	An m-Health system for education and motivation in cardiac rehabilitation: the experience of HeartCycle guided exercise,	Introduction: Home-based programmes for cardiac rehabilitation play a key role in the recovery of patients with coronary artery disease. However, their necessary educational and motivational components have been rarely implemented with the help of modern mobile technologies. We developed a mobile health system designed for motivating patients to adhere to their rehabilitation programme by providing exercise monitoring, guidance, motivational feedback, and educational content. Methods: Our multi-disciplinary approach is based on mapping ‘desired behaviours’ into specific system’s specifications, borrowing concepts from Fogg’s Persuasive Systems Design principles. A randomised controlled trial was conducted to compare mobile-based rehabilitation (55 patients) versus standard care (63 patients). Results: Some technical issues related to connectivity, usability and exercise sessions interrupted by safety algorithms affected the trial. For those who completed the rehabilitation (19 of 55), results show high levels of both user acceptance and perceived usefulness. Adherence in terms of started exercise sessions was high, but not in terms of total time of performed exercise or drop-outs. Educational level about heart-related health improved more in the intervention group than the control. Exercise habits at 6 months follow-up also improved, although without statistical significance. Discussion: Results indicate that the adopted design methodology is promising for creating applications that help improve education and foster better exercise habits, but further studies would be needed to confirm these indications.,” vol. 24, no. 4, pp. 303–316, 2018, doi: 10.1177/1357633X17697501.		Ex	new_screen		
	SCO983_B3	Randomized trial of an internet-based computer-tailored expert system for physical activity in patients with heart disease,	Background: The CardioFit internet-based expert system was designed to promote physical activity in patients with coronary heart disease (CHD) who were not participating in cardiac rehabilitation. Design: This randomized controlled trial compared CardioFit to usual care to assess its effects on physical activity following hospitalization for acute coronary syndromes. Methods: A total of 223 participants were recruited at the University of Ottawa Heart Institute or London Health Sciences Centre and randomly assigned to either CardioFit (n = 115) or usual care (n = 108). The CardioFit group received a personally tailored physical-activity plan upon discharge from the hospital and access to a secure website for activity planning and tracking. They completed five online tutorials over a 6-month period and were in email contact with an exercise specialist. Usual care consisted of physical activity guidance from an attending cardiologist. Physical activity was measured by pedometer and self-reported over a 7-day period, 6 and 12 months after randomization.Results: The CardioFit internet-based physical activity expert system significantly increased objectively measured (p = 0.023) and self-reported physical activity (p = 0.047) compared to usual care. Emotional (p = 0.038) and physical (p = 0.031) dimensions of heart disease health-related quality of life were also higher with CardioFit compared to usual care.Conclusions: Patients with CHD using an internet-based activity prescription with online coaching were more physically active at follow up than those receiving usual care. Use of the CardioFit program could extend the reach of rehabilitation and secondary-prevention services. © 2011 The European Society of Cardiology.,” vol. 19, no. 6, pp. 1357–1364, 2012, doi: 10.1177/1741826711422988.		Ex	new_screen		
	SCO983_B4	The development and codesign of the PATHway intervention: A theory-driven eHealth platform for the self-management of cardiovascular disease,	Cardiovascular diseases (CVDs) are a leading cause of premature death worldwide. International guidelines recommend routine delivery of all phases of cardiac rehabilitation (CR). Uptake of traditional CR remains suboptimal, as attendance at formal hospital-based CR programs is low, with community-based CR rates and individual long-term exercise maintenance even lower. Home-based CR programs have been shown to be equally effective in clinical and health-related quality of life outcomes and yet are not readily available. The aim of the current study was to develop the PATHway intervention (physical activity toward health) for the self-management of CVD. Increasing physical activity in individuals with CVD was the primary behavior. The PATHway intervention was theoretically informed by the behavior change wheel and social cognitive theory. All relevant intervention functions, behavior change techniques, and policy categories were identified and translated into intervention content. Furthermore, a person-centered approach was adopted involving an iterative codesign process and extensive user testing. Education, enablement, modeling, persuasion, training, and social restructuring were selected as appropriate intervention functions. Twenty-two behavior change techniques, linked to the six intervention functions and three policy categories, were identified for inclusion and translated into PATHway intervention content. This paper details the use of the behavior change wheel and social cognitive theory to develop an eHealth intervention for the self-management of CVD. The systematic and transparent development of the PATHway intervention will facilitate the evaluation of intervention effectiveness and future replication.,” vol. 9, no. 1, pp. 76–98, 2019, doi: 10.1093/tbm/iby017.		Ex	new_screen		
	SPRA416_B1	AwToolkit: Attention-aware user interface widgets,	Increasing screen real-estate allows for the development of applications where a single user can manage a large amount of data and related tasks through a distributed user interface. However, such users can easily become overloaded and become unaware of display changes as they alternate their attention towards different displays. We propose AwToolkit, a novel widget set for developers that supports users in maintaing awareness in multi-display systems. The AwToolkit widgets automatically determine which display a user is looking at and provide users with notifications with different levels of subtlety to make the user aware of any unattended display changes. The toolkit uses four notification levels (unnoticeable, subtle, intrusive and disruptive), ranging from an almost imperceptible visual change to a clear and visually saliant change. We describe AwToolkit’s six widgets, which have been designed for C# developers, and the design of a user study with an application oriented towards healthcare environments. The evaluation results reveal a marked increase in user awareness in comparison to the same application implemented without AwToolkit. © 2014 ACM.,” in Proceedings of the Workshop on Advanced Visual Interfaces AVI, 2014, pp. 9–16. doi: 10.1145/2598153.2598160.		In	new_screen		
	SPRA601_B2	Communication and interaction strategies in automotive adaptive interfaces,	Nowadays, drivers have to cope with a growing amount of information coming from on-board information messages, telematics and advanced driver assistance systems. The interaction between the driver and these systems is critical, since they may distract the driver from the primary task of driving. The paper, addressing this problem, aims at presenting the methodological framework for the optimization of human machine interfaces (HMI) in the automotive research area; thus, the proper communication and interaction strategies are designed, in order to deliver to the driver a message or a warning in the optimal way in terms of driver safety. The proposed methodology is adopted in the COMUNICAR project and relevant results are presented. Last but not the least, the AIDE integrated project and its vision is also proposed as the roadmap for future activities in the HMI sector.,” vol. 8, no. 3, pp. 193–199, 2006, doi: 10.1007/s10111-006-0033-0.		Ex	new_screen		
	SPRA601_B3	Supporting interface customization using a mixed-initiative approach,	We describe a mixed-initiative framework designed to support the customization of complex graphical user interfaces. The framework uses an innovative form of online GOMS analysis to provide the user with tailored customization suggestions aimed at maximizing the user’s performance with the interface. The suggestions are presented non-intrusively, minimizing disruption and allowing the user to maintain full control. The framework has been applied to a general user-productivity application. A formal user evaluation of the system provides encouraging evidence that this mixed-initiative approach is preferred to a purely adaptable alternative and that the system’s suggestions help improve task performance. Copyright 2007 ACM.,” in International Conference on Intelligent User Interfaces, Proceedings IUI, 2007, pp. 92–101. doi: 10.1145/1216295.1216317.		Ex	new_screen		
	SPRA601_B4	Design and evaluation of an adaptive icon toolbar,	As information systems become increasingly important in many different domains, the potential to adapt them to individual users and their needs also becomes more important. Adaptive user interfaces offer many possible ways to adjust displays and improve procedures for a user’s individual patterns of work. This paper describes an attempt to design an adaptive user interface in a computer environment familiar to many users. According to one classification of adaptive user interfaces, the adaptive bar described in this paper would be classified as a user-controlled self-adaptation system. At the user’s convenience, the adaptive bar offers suggestions for adding or removing command icons, based on the frequency and probability of specific commands. It also implements these changes once the user has agreed to them. Beyond the adaptive bar, the general behavior of the whole user interface does not change, thereby allowing the user to maintain a clear general model of the system. This paper describes the decision-making algorithm implemented in the bar. It also describes the bar’s self-adaptive behavior of displaying the frequency of each icon’s use through the icon’s size. Finally, we present some encouraging preliminary results of evaluations by users. © 1996 Kluwer Academic Publishers.,” vol. 6, no. 1, pp. 1–21, 1996, doi: 10.1007/BF00126652.		Ex	new_screen		
	SPRA601_B5	Complementary menus: Combining adaptable and adaptive approaches for menu interface,	This study proposes a method of coupling adaptable and adaptive approaches to the design of menus. The proposed complementary menu types incorporate both adaptability and adaptivity by dividing and allocating menu adaptation roles to the user and the system. Four different types of interface adaptation (i.e., adaptable with/without system support and adaptive with/without user control) were defined. They were implemented in a hypothetical prototype mobile phone via a hotlist (an additional collection of quickly accessible items). A controlled lab experiment was conducted to compare the menu types and investigate the effects of the system support in the adaptable menus and the user control in the adaptive menus. Twenty subjects participated in the experiment and performed menu selection tasks. Both performance and user satisfaction measures were collected. The results showed that adaptable and adaptive menus were superior to the traditional one in terms of both performance and user satisfaction. Providing system support to the adaptable menu not only increased the users’ perception of the efficiency of selection, but also reduced the menu adaptation time. Important implications for the design of menus are described and valuable insights into the menu interface adaptation were gained from the quantitative and qualitative analyses of the experimental results. Relevance to industry: The evaluation experiment conducted in this study may provide valuable information to designers of adaptive or adaptable menus. Adding system support to adaptable menu would be an attractive option to consider. Also, the results of a user survey provide useful information to the practitioners in mobile phone industry on the features users accessed most frequently. © 2011 Elsevier B.V.,” vol. 41, no. 3, pp. 305–316, 2011, doi: 10.1016/j.ergon.2011.01.010.		Ex	new_screen		
	SPRA824_B2	Optimising engagement for stroke rehabilitation using serious games,	Effective stroke rehabilitation must be early, intensive and repetitive, which can lead to problems with patient motivation and engagement. The design of video games, often associated with good user engagement, may offer insights into how more effective systems for stroke rehabilitation can be developed. In this paper we identify game design principles for upper limb stroke rehabilitation and present several games developed using these principles. The games use low-cost video-capture technology which may make them suitable for deployment at home. Results from evaluating the games with both healthy subjects and people with stroke in their home are encouraging. © Springer-Verlag 2009.,” vol. 25, no. 12, pp. 1085–1099, 2009, doi: 10.1007/s00371-009-0387-4.		In	new_screen		
	SPRA824_B3	Digital-pheromone based difficulty adaptation in post-stroke therapeutic games,	In this paper, we propose a dynamic difficulty adaptation approach for serious games dedicated to upper-limb rehabilitation after stroke. The proposed approach aims to provide a personalized rehabilitation session in which the training intensity and challenges can be adapted to patient’s abilities and training needs. The objective is to increase the rehabilitation volume by getting the patient engaged in the therapy session. This approach has been implemented and tested through a point and click game. It has been also experimented on healthy people in order to explain how this approach will be integrated to post-stroke therapeutic games. Copyright © 2012 ACM.,” in IHI’12 - Proceedings of the 2nd ACM SIGHIT International Health Informatics Symposium, 2012, pp. 5–11. doi: 10.1145/2110363.2110368.		In	new_screen		
	SPRA824_B4	Self-adaptive games for rehabilitation at home,	Computer games are a promising tool to support rehabilitation at home. It is widely recognized that rehabilitation games should (i) be nicely integrated in general-purpose rehabilitation stations, (ii) adhere to the constraints posed by the clinical protocols, (iii) involve movements that are functional to reach the rehabilitation goal, and (iv) adapt to the patients’ current status and progress. However, the vast majority of existing rehabilitation games are stand-alone applications (not integrated in a patient station), that rarely adapt to the patients’ condition. In this paper, we present the first prototype of the patient rehabilitation station we developed that integrates video games for rehabilitation with methods of computational intelligence both for on-line monitoring the movements’ execution during the games and for adapting the gameplay to the patients’ status. The station employs a fuzzy system to monitor the exercises execution, on-line, according to the clinical constraints defined by the therapist at configuration time, and to provide direct feedback to the patients. At the same time, it applies real-time adaptation (using the Quest Bayesian adaptive approach) to modify the gameplay according both (i) to the patient current performance and progress and (ii) to the exercise plan specified by the therapist. Finally, we present one of the games available in our patient stations (designed in tight cooperation with therapists) that integrates monitoring functionalities with in-game self-adaptation to provide the best support possible to patients during their routine. © 2012 IEEE.,” in 2012 IEEE Conference on Computational Intelligence and Games, CIG 2012, 2012, pp. 179–186. doi: 10.1109/CIG.2012.6374154.		In	new_screen		
	SPRA824_B5	A temporal data-driven player model for dynamic difficulty adjustment,	Many computer games of all genres pit the player against a succession of increasingly difficult challenges such as combat with computer-controlled enemies and puzzles. Part of the fun of computer games is to master the skills necessary to complete the game. Challenge tailoring is the problem of matching the difficulty of skill-based events over the course of a game to a specific player’s abilities. We present a tensor factorization approach to predicting player performance in skill-based computer games. Our tensor factorization approach is data-driven and can predict changes in players’ skill mastery over time, allowing more accurate tailoring of challenges. We demonstrate the efficacy and scalability of tensor factorization models through an empirical study of human players in a simple role-playing combat game.We further find a significant correlation between these performance ratings and player subjective experiences of difficulty and discuss ways our model can be used to optimize player enjoyment. Copyright © 2012, Association for the Advancement of Artificial Intelligence.,” in Proceedings of the 8th AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment, AIIDE 2012, 2012, pp. 93–98.		Ex	new_screen		
	SPRA824_F1	Adaptive gameplay and difficulty adjustment in a gamified upper-limb rehabilitation,	Lack of motivation during physical rehabilitation is a very common problem that worsens the efficacy of rehabilitation, decreasing the recovery rates of the patient. We suggest a gamified upper-limb rehabilitation that incorporates adaptive gameplay and difficulty so as to overcome that issue, emerging as a support tool for physical therapy professionals. The presence of difficulty adjustment in the game allows a higher motivation level for the patients by preserving the trade off between keeping the difficulty low enough to avoid frustration, but high enough to promote motivation and engagement. This rehabilitation game is a home-based system that allows the patient to exercise at home, due to its Kinect-based portable setup. The game aims to increase the motivation of the patients and thus the speed of their recovery. To accomplish that goal, it is key to potentiate a full immersion into the therapeutic activity. Thus gamification elements, gameplay design and adaptive difficulty are explored and incorporated into the concept.,” in 2018 IEEE 6th International Conference on Serious Games and Applications for Health, SeGAH 2018, 2018, pp. 1–8. doi: 10.1109/SeGAH.2018.8401363.		In	new_screen		
	SPRA824_F2	Rehabot: Gamified virtual assistants towards adaptive telerehabilitation,	This paper introduces ‘RehaBot’, a framework for building adaptive serious games in the context of telerehabilitation. RehaBot takes advantage of 3D motion tracking and virtual reality devices, to develop an immersive and gamified telerehabilitation environment. A personalized and adaptive gaming system is developed, which allows patients to perform exercises with the help of embedded virtual assistants, hereafter called ‘rehab bots’, that are dynamically displayed within scenes to guide the patient through the different sets of gestures required to complete the session. These rehab bots have the ability to learn and adapt to the best level of difficulty in real-time based on the user performance. An intelligent alerting and automatic correction technique is incorporated within our engine, so that pre-calculated gesture patterns are correlated and matched with patients’ gestures. Consequently, the system estimates the perceived difficulty of gestures by the patient, and automatically adjusts the game behavior to ensure a highly engaging and adaptive gaming experience. Furthermore, multimodal instructions are conveyed to users with details on joints that are not performing as expected, and to guide them towards improving the current gesture. A pilot study has been conducted to prove the usability and effectiveness of our adaptive physiotherapy solution.,” in ACM UMAP 2019 Adjunct - Adjunct Publication of the 27th Conference on User Modeling, Adaptation and Personalization, 2019, pp. 21–26. doi: 10.1145/3314183.3324988.		Ex	new_screen		
	SPRA824_F3	Personalized gamification to enhance implementation of eHealth therapy in youth mental healthcare Personalized gamification to enhance implementation of eHealth therapy in youth mental healthcare,	This dissertation focused on the added value of personalized gamification as a factor to enhance implementation potential of eHealth interventions in youth mental healthcare. Mental health disorders are the leading cause of disability in adolescents. It is important for these adolescents to go into therapy, as adolescence is a period in live in which essential developments occur on which mental health disorders have a negative impact. Although psychosocial therapies are effective in reducing psychiatric symptoms in adolescents with mental disorders, there is still room for improvement. For example, because of premature termination of treatment, poor attendance of treatment‐sessions and a low or non‐adherence to homework assignments...” Delft University of Technology, 2020.		Ex	new_screen		
	SPRA938_B1	Nocturnal sensing and intervention for assisted living of people with dementia,	This chapter explains the technological infrastructure of Nocturnal within the context of sensing and actuation used in ambient assistive living (AAL), highlights the peculiarities of assisting people in the hours of darkness, and focuses on the consequences to society of the AAL-associated technology. People with dementia may have a much more pronounced and immediate need for help and support as they awake in an unknown, dark environment. Nocturnal can be set up to monitor every room within the home of the person with dementia. Important requirements for nocturnal care of people with dementia are more specialized algorithms to infer behaviour from sparse data; specially designed interventions, perhaps including music and video, that provide therapeutic support to people to reduce anxiety; and sophisticated guidance, perhaps through the use of lightning. There is a significant body of research that has described the needs of people with dementia and has produced solutions to address those needs using information and communication technologies.		Ex	new_screen		
	SPRA938_B2	Visualization of data for ambient assisted living services,	Ambient assisted living (AAL) services that provide support for people to remain in their homes are increasingly being used in healthcare systems around the world. Typically, these ambient assisted living services provide additional information though location-awareness, presence-awareness, and context-awareness capabilities, arising from the prolific use of telecommunications devices including sensors and actuators in the home of the person receiving care. In addition there is a need to provide abstract information, in context, to local and remote stakeholders. There are many different viewing options utilizing converged networks and the resulting explosion in data and information has resulted in a new problem, as these new ambient assisted living services struggle to convey meaningful information to different groups of end users. The article discusses visualization of data from the perspective of the needs of the differing end user groups, and discusses how algorithms are required to contextualize and convey information across location and time. In order to illustrate the issues, current work on nighttime AAL services for people with dementia is described.		Ex	new_screen		
	SPRC1088_B1	Mobile app development and usability research to help dementia and Alzheimer patients,	Caregiver anecdotes attest that music and photographs play an important role for family members diagnosed with Alzheimer’s disease (AD), even those with severe AD. Tablets and iPads, which are prevalent, can be utilized with dementia patients in portraying favorite music and family photographs via apps developed in close partnership with geriatric facilities. Anecdotal research has shown that non-verbal late-stage dementia patients have become stimulated when iPods played their beloved tunes. There is an unmet need in geriatric facilities for stimulating dementia patients, as well providing hard-core data for proving increased cognitive abilities with technology. Technology can help bridge the gap between patients and staff to improve the quality of life for the cognitively impaired. This study addresses cognitive functioning and quality of life for people diagnosed with dementia via technology. In recent times, the influx of older adults suffering from Alzheimer’s or dementia related illness has impacted the U.S. Healthcare system. Cognition significantly declines in older adults with AD or dementia over the course of the disease, causing most to be dependent on caregivers, thus routinely institutionalized. Caregivers are often required to focus their attention on addressing the agitation or discomfort of the AD or dementia patient. Research has shown that technology instruments such as iPods, help stimulate those with dementia. This study focuses on innovative devices such as iPads and tablets, which are mainstream and easy to use, cannot only help determine stage of dementia, but also provide stimulation to improve cognitive functioning. It is hoped that this research will analyze that specially created apps and existing assistive software can be used to decrease the symptoms and improve cognition of older adults suffering from AD or other dementia related diseases. Via service-learning courses, students developed an easy-to-use application for tablets to help older adults with disabilities more readily use the technology. Student programmers produced apps and performed usability tests with the dementia patients, as well as met with geriatric facility personnel to produce application software that meets the patients, family, and caregiver needs and expectations. For example, a student term project produced an application entitled Candoo that utilizes Google’s voice recognition and synthesis engine to navigate the web, provide the weather, and supply …,” 2013. doi: 10.1109/LISAT.2013.6578252.		Ex	new_screen		
	SPRC1088_B2	An adaptive smart system to foster disabled and elderly people in kitchen-related task,	The present paper proposes a new adaptive smart kitchen environment able to support different users with several typologies of impairment (i.e., visual, motor, cognitive) in performing cooking activities. This system is managed through an adaptive user interface, which guides the user in food preparation according to users’ capabilities and needs and permits household appliances controlling. Results of a preliminary usability evaluation has shown that the proposed solution is accessible and highly usable for users with some limitations such elderly with mild to moderate dementia and adult people with moderate retinopathy and rheumatoid arthritis.,” in ACM International Conference Proceeding Series, 2016, vol. 29-June-2016. doi: 10.1145/2910674.2910678.		In	new_screen		
	SPRC1387_F1	HELLO: An Android-based Mobile Application for Autism Individuals to Improve Socio-Communicational Learnability in Bangladesh,	Autism Spectrum Disorder (ASD) individuals experience many troubles in communication and lag in social improvement. In this significant circumstance, the appearance of smart technologies has kept promising success regarding Autism Spectrum Disorder (ASD). Many socio-developmental mobile applications have been created in developed countries. In contrast, there are no such applications in developing countries like Bangladesh in native content. In this paper, an Android-based mobile application named HELLO is designed with the fundamental thought of Picture Exchange Communication System (PECS) in the Bangla language. This application aims to improve the socio-communicational learnability of autism individuals in Bangladesh. It is expected that our application can be brilliant support to autism individuals, also included the people who endure non-verbal inconveniences. The outcome of this application demonstrates a positive streamline to the improvement in communicating with others.		Ex	new_screen		
